날짜,시간,15분,30분,45분,60분,평균,생산량,기온,풍속,습도,강수량,전기요금(계절),day,d,m,공장인원,인건비,target
20210101.0,6.0,102.0,111.0,110.0,103.0,107.0,0.0,-5.6,1.5,67.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,110.0
20210101.0,6.0,102.0,111.0,110.0,103.0,107.0,0.0,-5.6,1.5,67.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,103.0
20210101.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-6.8,0.6,73.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,92.0
20210101.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-6.8,0.6,73.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,75.0
20210101.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-6.8,0.6,73.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,48.0
20210101.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-6.8,0.6,73.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,29.0
20210101.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-5.6,0.0,72.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,27.0
20210101.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-5.6,0.0,72.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,25.0
20210101.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-5.6,0.0,72.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-5.6,0.0,72.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,-0.1,3.5,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,-0.1,3.5,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,-0.1,3.5,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,28.0
20210101.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,-0.1,3.5,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,27.0
20210101.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,1.5,2.8,45.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,1.5,2.8,45.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,1.5,2.8,45.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,1.5,2.8,45.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.5,44.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.5,44.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.5,44.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.5,44.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,3.3,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,3.3,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,3.3,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,3.3,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,3.5,3.0,42.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,28.0
20210101.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,3.5,3.0,42.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,26.0
20210101.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,3.5,3.0,42.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,3.5,3.0,42.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,3.0,3.1,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,3.0,3.1,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,3.0,3.1,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,3.0,3.1,43.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,2.2,1.6,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,2.2,1.6,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,2.2,1.6,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,22.0
20210101.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,2.2,1.6,50.0,0.0,109.8,5.0,1.0,1.0,0.0,1.0,23.0
20210101.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,1.1,1.2,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,1.1,1.2,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,23.0
20210101.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,1.1,1.2,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,27.0
20210101.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,1.1,1.2,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,27.0
20210101.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,1.3,1.1,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,1.3,1.1,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,1.3,1.1,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,1.3,1.1,55.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,20.0,22.0,22.0,22.0,22.0,22.0,0.0,1.2,1.8,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,20.0,22.0,22.0,22.0,22.0,22.0,0.0,1.2,1.8,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,20.0,22.0,22.0,22.0,22.0,22.0,0.0,1.2,1.8,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,20.0,22.0,22.0,22.0,22.0,22.0,0.0,1.2,1.8,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,21.0,23.0,22.0,22.0,27.0,24.0,0.0,0.9,1.6,59.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,23.0
20210101.0,21.0,23.0,22.0,22.0,27.0,24.0,0.0,0.9,1.6,59.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,21.0,23.0,22.0,22.0,27.0,24.0,0.0,0.9,1.6,59.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,21.0,23.0,22.0,22.0,27.0,24.0,0.0,0.9,1.6,59.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,27.0
20210101.0,22.0,26.0,22.0,22.0,22.0,23.0,0.0,-0.2,1.8,63.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,26.0
20210101.0,22.0,26.0,22.0,22.0,22.0,23.0,0.0,-0.2,1.8,63.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,22.0,26.0,22.0,22.0,22.0,23.0,0.0,-0.2,1.8,63.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,22.0,26.0,22.0,22.0,22.0,23.0,0.0,-0.2,1.8,63.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,23.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1.9,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,23.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1.9,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,23.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1.9,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210101.0,23.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1.9,57.0,0.0,109.8,5.0,1.0,1.0,0.0,1.5,22.0
20210102.0,0.0,63.0,63.0,64.0,63.0,63.0,0.0,-0.7,1.1,60.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,63.0
20210102.0,0.0,63.0,63.0,64.0,63.0,63.0,0.0,-0.7,1.1,60.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,63.0
20210102.0,0.0,63.0,63.0,64.0,63.0,63.0,0.0,-0.7,1.1,60.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,64.0
20210102.0,0.0,63.0,63.0,64.0,63.0,63.0,0.0,-0.7,1.1,60.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,63.0
20210102.0,1.0,96.0,93.0,116.0,113.0,105.0,0.0,-1.7,1.0,64.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,96.0
20210102.0,1.0,96.0,93.0,116.0,113.0,105.0,0.0,-1.7,1.0,64.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,93.0
20210102.0,1.0,96.0,93.0,116.0,113.0,105.0,0.0,-1.7,1.0,64.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,116.0
20210102.0,1.0,96.0,93.0,116.0,113.0,105.0,0.0,-1.7,1.0,64.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,113.0
20210102.0,2.0,106.0,96.0,106.0,107.0,104.0,0.0,-2.5,1.7,66.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,106.0
20210102.0,2.0,106.0,96.0,106.0,107.0,104.0,0.0,-2.5,1.7,66.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,96.0
20210102.0,2.0,106.0,96.0,106.0,107.0,104.0,0.0,-2.5,1.7,66.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,106.0
20210102.0,2.0,106.0,96.0,106.0,107.0,104.0,0.0,-2.5,1.7,66.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,107.0
20210102.0,3.0,92.0,110.0,110.0,109.0,105.0,0.0,-2.4,0.8,72.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,92.0
20210102.0,3.0,92.0,110.0,110.0,109.0,105.0,0.0,-2.4,0.8,72.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,110.0
20210102.0,3.0,92.0,110.0,110.0,109.0,105.0,0.0,-2.4,0.8,72.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,110.0
20210102.0,3.0,92.0,110.0,110.0,109.0,105.0,0.0,-2.4,0.8,72.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,109.0
20210102.0,4.0,108.0,105.0,106.0,108.0,107.0,0.0,-1.4,1.8,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,108.0
20210102.0,4.0,108.0,105.0,106.0,108.0,107.0,0.0,-1.4,1.8,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,105.0
20210102.0,4.0,108.0,105.0,106.0,108.0,107.0,0.0,-1.4,1.8,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,106.0
20210102.0,4.0,108.0,105.0,106.0,108.0,107.0,0.0,-1.4,1.8,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,108.0
20210102.0,5.0,89.0,83.0,99.0,98.0,92.0,0.0,-1.1,1.5,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,89.0
20210102.0,5.0,89.0,83.0,99.0,98.0,92.0,0.0,-1.1,1.5,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,83.0
20210102.0,5.0,89.0,83.0,99.0,98.0,92.0,0.0,-1.1,1.5,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,99.0
20210102.0,5.0,89.0,83.0,99.0,98.0,92.0,0.0,-1.1,1.5,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,98.0
20210102.0,6.0,102.0,111.0,110.0,103.0,107.0,0.0,-0.7,2.1,68.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,102.0
20210102.0,6.0,102.0,111.0,110.0,103.0,107.0,0.0,-0.7,2.1,68.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,111.0
20210102.0,6.0,102.0,111.0,110.0,103.0,107.0,0.0,-0.7,2.1,68.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,110.0
20210102.0,6.0,102.0,111.0,110.0,103.0,107.0,0.0,-0.7,2.1,68.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,103.0
20210102.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-2.1,0.2,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,92.0
20210102.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-2.1,0.2,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,75.0
20210102.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-2.1,0.2,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,48.0
20210102.0,7.0,92.0,75.0,48.0,29.0,61.0,0.0,-2.1,0.2,74.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,29.0
20210102.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-1.9,1.4,65.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,27.0
20210102.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-1.9,1.4,65.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,25.0
20210102.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-1.9,1.4,65.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,22.0
20210102.0,8.0,27.0,25.0,22.0,22.0,24.0,0.0,-1.9,1.4,65.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,22.0
20210102.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,0.1,0.9,56.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,0.1,0.9,56.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,0.1,0.9,56.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,9.0,22.0,22.0,22.0,22.0,22.0,0.0,0.1,0.9,56.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,1.0,1.4,58.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,1.0,1.4,58.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,1.0,1.4,58.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,10.0,22.0,22.0,22.0,22.0,22.0,0.0,1.0,1.4,58.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,1.4,2.3,43.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,1.4,2.3,43.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,1.4,2.3,43.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,28.0
20210102.0,11.0,22.0,23.0,28.0,27.0,25.0,0.0,1.4,2.3,43.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,27.0
20210102.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.1,39.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.1,39.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.1,39.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,12.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,3.1,39.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,4.1,35.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,4.1,35.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,4.1,35.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,13.0,22.0,23.0,22.0,22.0,22.0,0.0,2.6,4.1,35.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,4.4,31.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,4.4,31.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,4.4,31.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,14.0,22.0,23.0,22.0,23.0,23.0,0.0,2.6,4.4,31.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,2.6,3.5,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,28.0
20210102.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,2.6,3.5,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,26.0
20210102.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,2.6,3.5,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,15.0,28.0,26.0,23.0,22.0,25.0,0.0,2.6,3.5,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,2.4,3.7,27.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,2.4,3.7,27.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,2.4,3.7,27.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,16.0,23.0,23.0,22.0,23.0,23.0,0.0,2.4,3.7,27.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,1.2,3.6,26.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,1.2,3.6,26.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,1.2,3.6,26.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,22.0
20210102.0,17.0,22.0,22.0,22.0,23.0,22.0,0.0,1.2,3.6,26.0,0.0,109.8,6.0,2.0,1.0,0.0,1.0,23.0
20210102.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,0.3,3.0,28.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,22.0
20210102.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,0.3,3.0,28.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,23.0
20210102.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,0.3,3.0,28.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,27.0
20210102.0,18.0,22.0,23.0,27.0,27.0,25.0,0.0,0.3,3.0,28.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,27.0
20210102.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,22.0
20210102.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,22.0
20210102.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,22.0
20210102.0,19.0,22.0,22.0,22.0,22.0,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,6.0,2.0,1.0,0.0,1.5,22.0
